age,ratings,weather,traffic,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city_type,time_taken,is_weekend,pickup_time_minutes,order_time_of_day,distance,distance_type
,,windy,medium,0,buffet,motorcycle,1.0,no,metropolitian,25,1,,,14.0451924616179,long
,,fog,jam,2,snack,scooter,1.0,no,metropolitian,49,1,,,10.710903359654202,long
39.0,5.0,cloudy,medium,0,drinks,motorcycle,1.0,no,metropolitian,46,0,10.0,afternoon,19.62709834561271,very_long
,,windy,medium,2,drinks,motorcycle,0.0,no,metropolitian,25,0,15.0,afternoon,7.450185408246092,medium
37.0,4.8,stormy,medium,1,snack,scooter,1.0,no,urban,29,0,5.0,evening,9.313021564639982,medium
25.0,4.9,fog,high,0,buffet,motorcycle,1.0,no,metropolitian,23,0,10.0,morning,6.146746629962817,medium
37.0,4.8,sandstorms,low,1,snack,motorcycle,0.0,no,metropolitian,27,0,15.0,morning,3.1051314775458967,short
26.0,4.2,sandstorms,low,0,buffet,motorcycle,1.0,no,metropolitian,29,0,5.0,morning,1.5581369822072066,short
30.0,5.0,windy,medium,0,drinks,motorcycle,1.0,no,metropolitian,39,0,15.0,evening,13.789066440485811,long
29.0,4.7,stormy,low,1,snack,motorcycle,0.0,no,urban,10,1,10.0,night,13.682048188061888,long
35.0,4.4,fog,low,1,buffet,motorcycle,1.0,no,metropolitian,32,0,5.0,night,13.481108157687446,long
,,,,3,snack,scooter,1.0,no,metropolitian,30,0,,,3.1212889129781884,short
34.0,4.3,stormy,low,0,buffet,motorcycle,1.0,no,metropolitian,28,0,5.0,night,,
35.0,4.7,fog,low,0,meal,motorcycle,1.0,no,metropolitian,21,0,5.0,morning,1.5581322655568652,short
23.0,4.8,windy,jam,2,drinks,motorcycle,1.0,no,metropolitian,28,1,10.0,evening,9.348552276072713,medium
31.0,4.0,stormy,medium,0,snack,motorcycle,1.0,no,metropolitian,46,1,10.0,evening,19.886444745109216,very_long
38.0,4.9,stormy,jam,2,drinks,scooter,0.0,no,metropolitian,26,1,15.0,evening,9.314044193379946,medium
33.0,4.1,stormy,high,0,buffet,motorcycle,1.0,no,metropolitian,41,0,15.0,morning,3.0597099613184358,short
24.0,4.8,stormy,jam,2,drinks,motorcycle,1.0,no,metropolitian,27,0,10.0,evening,19.688565914789702,very_long
37.0,4.6,sunny,medium,0,snack,motorcycle,1.0,no,urban,32,1,15.0,afternoon,10.587773645836048,long
32.0,4.3,sandstorms,low,0,drinks,motorcycle,1.0,no,metropolitian,29,0,5.0,morning,3.1048037532854496,short
28.0,3.7,sunny,high,0,buffet,motorcycle,1.0,yes,metropolitian,54,0,15.0,afternoon,6.118711846689728,medium
33.0,4.9,cloudy,medium,0,buffet,motorcycle,1.0,no,metropolitian,28,0,10.0,afternoon,6.242456810795746,medium
25.0,4.5,windy,medium,2,buffet,motorcycle,1.0,no,metropolitian,20,0,10.0,afternoon,7.790439155314363,medium
38.0,4.4,sandstorms,jam,0,buffet,motorcycle,1.0,no,metropolitian,36,0,15.0,evening,8.810838587370053,medium
39.0,4.7,fog,medium,1,drinks,motorcycle,1.0,no,metropolitian,33,0,10.0,afternoon,12.09902345211663,long
25.0,4.8,sandstorms,jam,0,meal,motorcycle,1.0,no,metropolitian,34,0,10.0,evening,10.564540523828974,long
35.0,4.2,cloudy,low,1,drinks,scooter,2.0,no,metropolitian,39,0,15.0,night,10.427571382480686,long
36.0,4.8,fog,medium,1,drinks,scooter,0.0,no,,15,0,10.0,afternoon,7.761780026108867,medium
27.0,4.6,sandstorms,medium,0,drinks,motorcycle,0.0,no,metropolitian,26,0,10.0,evening,9.314907489514155,medium
32.0,5.0,windy,medium,0,buffet,motorcycle,1.0,yes,metropolitian,49,0,15.0,evening,13.990151177257513,long
26.0,4.6,sandstorms,medium,0,meal,motorcycle,0.0,no,urban,10,0,15.0,afternoon,6.2323920207909005,medium
23.0,4.7,cloudy,jam,0,drinks,motorcycle,1.0,no,metropolitian,37,0,10.0,night,17.098804215242584,very_long
22.0,4.6,cloudy,jam,1,meal,scooter,2.0,no,metropolitian,38,1,10.0,evening,19.617573744443128,very_long
28.0,4.9,sandstorms,low,2,drinks,electric_scooter,0.0,no,metropolitian,10,1,5.0,night,13.481328211108044,long
24.0,4.1,sandstorms,low,0,meal,motorcycle,1.0,no,urban,24,1,5.0,morning,1.5302997807730143,short
20.0,5.0,fog,jam,2,drinks,motorcycle,1.0,no,metropolitian,31,0,10.0,night,9.31397992220267,medium
34.0,5.0,windy,low,2,buffet,scooter,1.0,no,metropolitian,25,0,5.0,night,16.721976048741215,very_long
20.0,4.8,stormy,jam,2,meal,electric_scooter,1.0,no,metropolitian,28,0,5.0,evening,12.294187491090891,long
31.0,4.9,fog,medium,1,buffet,motorcycle,1.0,no,metropolitian,18,0,10.0,afternoon,5.951998478305192,medium
24.0,4.9,windy,jam,1,drinks,motorcycle,0.0,no,metropolitian,22,1,5.0,evening,16.659979129063025,very_long
31.0,4.8,cloudy,medium,2,buffet,scooter,1.0,no,metropolitian,18,0,10.0,evening,9.192119121311745,medium
36.0,4.2,stormy,jam,0,snack,motorcycle,3.0,no,metropolitian,42,0,10.0,evening,10.586888296813116,long
39.0,4.7,cloudy,medium,1,buffet,scooter,1.0,no,metropolitian,18,0,10.0,afternoon,4.59663204175947,short
35.0,4.9,stormy,low,1,meal,scooter,1.0,no,urban,17,0,15.0,,10.60245939514964,long
35.0,4.5,cloudy,low,2,snack,electric_scooter,1.0,no,metropolitian,19,0,15.0,night,9.220368460607467,medium
36.0,4.7,sandstorms,low,1,buffet,motorcycle,1.0,no,urban,25,0,10.0,night,,
35.0,5.0,sandstorms,medium,1,drinks,motorcycle,1.0,no,metropolitian,33,0,10.0,afternoon,7.66052012420465,medium
36.0,5.0,windy,medium,2,snack,scooter,1.0,no,metropolitian,34,1,10.0,afternoon,4.5279170129511765,short
39.0,4.4,fog,low,0,buffet,motorcycle,0.0,no,metropolitian,37,0,5.0,night,10.704238934519315,long
38.0,4.7,fog,jam,1,drinks,motorcycle,2.0,no,metropolitian,38,0,5.0,evening,7.790172211356696,medium
33.0,4.6,windy,low,2,buffet,motorcycle,0.0,no,metropolitian,28,0,15.0,morning,3.105364544907298,short
33.0,4.6,sandstorms,medium,0,drinks,motorcycle,1.0,no,urban,37,0,10.0,afternoon,,
29.0,5.0,windy,medium,0,drinks,motorcycle,1.0,no,metropolitian,32,0,10.0,afternoon,12.42069253996503,long
28.0,4.9,cloudy,low,1,buffet,motorcycle,1.0,no,urban,24,0,15.0,night,13.989532157306376,long
35.0,4.8,windy,jam,1,meal,motorcycle,0.0,no,urban,26,0,5.0,evening,4.674393132741051,short
25.0,4.9,sunny,jam,2,buffet,scooter,1.0,no,urban,10,1,10.0,night,19.08939857350636,very_long
27.0,5.0,sandstorms,medium,0,meal,motorcycle,1.0,no,metropolitian,26,1,15.0,afternoon,6.210169290102755,medium
24.0,5.0,fog,low,1,drinks,motorcycle,0.0,no,metropolitian,11,1,5.0,morning,1.5526929456613006,short
21.0,4.9,sunny,low,0,buffet,motorcycle,1.0,no,metropolitian,28,0,5.0,night,10.568447337504711,long
32.0,5.0,cloudy,low,2,meal,scooter,0.0,no,urban,19,0,5.0,morning,3.0644871057616707,short
21.0,4.9,stormy,medium,1,buffet,motorcycle,1.0,no,urban,27,1,5.0,afternoon,,
28.0,4.6,windy,low,2,snack,scooter,0.0,no,urban,16,1,15.0,morning,1.5202938690324594,short
31.0,5.0,stormy,low,1,snack,motorcycle,1.0,no,metropolitian,16,1,15.0,night,19.97462742500737,very_long
33.0,4.9,sandstorms,medium,2,meal,motorcycle,1.0,no,metropolitian,23,0,5.0,afternoon,17.07670421054038,very_long
37.0,4.4,stormy,high,0,drinks,motorcycle,1.0,no,semi-urban,49,0,10.0,morning,6.050551152462876,medium
25.0,4.8,windy,medium,1,meal,scooter,1.0,no,metropolitian,24,0,10.0,afternoon,,
25.0,4.6,stormy,jam,1,meal,scooter,0.0,no,metropolitian,13,0,15.0,evening,9.314862687658117,medium
21.0,4.9,fog,low,1,meal,motorcycle,1.0,no,urban,19,0,5.0,morning,3.0294405603131453,short
35.0,4.3,sandstorms,medium,0,buffet,motorcycle,0.0,no,metropolitian,38,0,5.0,evening,19.3626986679347,very_long
39.0,4.9,sunny,jam,1,snack,scooter,1.0,no,metropolitian,19,0,10.0,evening,8.952874565652651,medium
37.0,4.7,windy,high,1,snack,scooter,0.0,no,metropolitian,27,0,15.0,morning,5.969103925573009,medium
27.0,4.6,stormy,jam,1,drinks,motorcycle,1.0,no,metropolitian,14,0,10.0,evening,7.761486237714824,medium
39.0,4.5,windy,medium,2,meal,scooter,1.0,no,metropolitian,34,1,5.0,evening,10.427208660422918,long
29.0,4.7,stormy,medium,0,drinks,motorcycle,0.0,no,metropolitian,13,0,5.0,afternoon,6.050084991996258,medium
33.0,4.7,stormy,low,1,buffet,scooter,1.0,no,metropolitian,22,0,10.0,morning,1.4897343062370805,short
37.0,4.7,stormy,medium,1,drinks,motorcycle,1.0,no,metropolitian,28,0,5.0,evening,13.767318777064409,long
31.0,4.7,windy,low,2,buffet,scooter,1.0,no,metropolitian,28,0,10.0,night,7.44855797957408,medium
25.0,4.7,fog,low,0,drinks,motorcycle,1.0,no,urban,21,1,15.0,night,19.87758403140865,very_long
39.0,4.1,sandstorms,medium,2,snack,motorcycle,2.0,no,metropolitian,39,0,5.0,evening,16.849904095492622,very_long
38.0,4.4,windy,medium,1,buffet,scooter,0.0,no,urban,38,0,5.0,evening,10.806640241071428,long
38.0,4.3,windy,low,0,snack,motorcycle,1.0,no,urban,30,0,5.0,morning,1.509479521227172,short
28.0,4.7,stormy,medium,0,meal,motorcycle,1.0,no,metropolitian,15,0,10.0,afternoon,6.050094908857936,medium
30.0,4.8,windy,medium,1,snack,scooter,0.0,no,metropolitian,25,0,10.0,afternoon,4.5279972125744,short
39.0,5.0,cloudy,low,0,meal,motorcycle,1.0,no,metropolitian,41,0,5.0,night,20.183799025948787,very_long
34.0,4.9,stormy,low,1,snack,motorcycle,1.0,no,metropolitian,25,0,15.0,night,7.325299567377126,medium
35.0,4.4,stormy,jam,0,meal,motorcycle,1.0,no,metropolitian,37,0,10.0,evening,20.25292440884735,very_long
36.0,4.2,windy,jam,0,drinks,motorcycle,1.0,no,metropolitian,48,0,15.0,evening,7.648557947935138,medium
34.0,4.9,cloudy,medium,1,drinks,scooter,1.0,no,urban,31,0,15.0,afternoon,16.368215933468093,very_long
22.0,4.8,stormy,low,2,meal,electric_scooter,1.0,no,metropolitian,15,0,15.0,night,16.830914549955864,very_long
35.0,4.2,stormy,medium,0,drinks,motorcycle,2.0,no,metropolitian,38,0,15.0,afternoon,12.11684826095673,long
37.0,4.9,fog,medium,2,meal,scooter,,no,metropolitian,18,1,5.0,evening,7.763102784727143,medium
24.0,4.5,stormy,low,1,meal,scooter,1.0,no,metropolitian,14,0,10.0,night,16.381598593369365,very_long
28.0,4.7,sunny,low,2,buffet,electric_scooter,1.0,no,urban,17,0,15.0,morning,1.5581322655568652,short
22.0,4.9,fog,jam,1,drinks,scooter,0.0,no,metropolitian,22,0,5.0,evening,4.631964404415083,short
38.0,4.7,fog,jam,0,buffet,motorcycle,2.0,no,metropolitian,52,1,10.0,night,12.293207925868511,long
28.0,4.6,windy,jam,1,buffet,scooter,1.0,no,urban,29,1,10.0,night,20.17984922053873,very_long
25.0,4.2,sunny,jam,0,meal,motorcycle,0.0,no,metropolitian,51,0,15.0,evening,4.610120317988261,short
26.0,4.3,stormy,low,0,buffet,motorcycle,0.0,no,urban,19,0,15.0,morning,1.520309052937885,short
38.0,4.7,sandstorms,low,2,meal,electric_scooter,1.0,no,metropolitian,27,0,10.0,morning,1.509467584367178,short
24.0,4.6,fog,jam,1,snack,motorcycle,1.0,no,metropolitian,38,1,15.0,evening,12.292622739442963,long
28.0,4.8,fog,low,2,buffet,scooter,1.0,no,metropolitian,19,1,10.0,morning,1.5525876685610625,short
28.0,4.9,stormy,jam,0,buffet,motorcycle,1.0,no,metropolitian,27,1,5.0,evening,10.64157247728437,long
37.0,4.8,fog,medium,1,buffet,scooter,0.0,no,metropolitian,19,0,15.0,evening,,
38.0,4.3,fog,jam,2,snack,electric_scooter,2.0,no,metropolitian,39,0,10.0,night,4.537513326842717,short
29.0,4.8,fog,low,1,drinks,motorcycle,1.0,no,metropolitian,25,1,10.0,night,16.412511700609688,very_long
32.0,4.7,fog,jam,0,buffet,motorcycle,2.0,no,metropolitian,48,0,5.0,evening,19.76105000353896,very_long
38.0,4.3,stormy,low,0,snack,motorcycle,1.0,no,metropolitian,26,0,15.0,morning,1.5368503798521729,short
26.0,4.9,cloudy,medium,1,snack,scooter,0.0,no,metropolitian,15,0,5.0,afternoon,4.674280112157379,short
27.0,4.6,stormy,medium,0,buffet,motorcycle,1.0,no,metropolitian,13,0,10.0,afternoon,8.938197833558919,medium
30.0,4.6,sandstorms,low,2,drinks,scooter,0.0,no,metropolitian,27,1,5.0,night,4.589124571257244,short
26.0,4.9,fog,high,1,meal,scooter,1.0,no,metropolitian,28,0,5.0,morning,1.5367515001848098,short
35.0,4.6,fog,medium,0,buffet,motorcycle,1.0,no,metropolitian,26,0,15.0,afternoon,6.232180611484166,medium
24.0,4.7,stormy,low,1,drinks,motorcycle,1.0,no,metropolitian,18,0,15.0,morning,1.4898424937942714,short
24.0,4.8,sandstorms,medium,1,snack,scooter,1.0,no,urban,29,0,15.0,evening,17.078934089494954,very_long
21.0,5.0,stormy,medium,1,drinks,motorcycle,1.0,no,metropolitian,17,1,10.0,evening,12.161069532201358,long
21.0,4.5,sandstorms,low,0,snack,motorcycle,0.0,no,,21,0,5.0,night,12.257021346006622,long
,,,,3,drinks,bicycle,1.0,no,urban,19,1,,,1.5321890925569548,short
35.0,4.5,fog,medium,2,drinks,motorcycle,0.0,no,urban,17,0,15.0,afternoon,9.348114492434789,medium
21.0,4.6,stormy,jam,2,buffet,electric_scooter,0.0,no,metropolitian,16,1,10.0,evening,7.549092417510471,medium
31.0,4.9,fog,jam,0,buffet,motorcycle,2.0,yes,metropolitian,49,1,10.0,night,10.56965419858754,long
36.0,4.6,sunny,jam,1,snack,motorcycle,1.0,no,metropolitian,23,0,10.0,night,9.220397882984718,medium
36.0,4.5,sunny,medium,1,drinks,motorcycle,1.0,no,metropolitian,23,0,15.0,evening,4.538407907862871,short
36.0,4.9,sandstorms,medium,1,meal,scooter,0.0,no,metropolitian,22,0,15.0,afternoon,13.77076958377127,long
33.0,4.9,fog,low,2,meal,motorcycle,0.0,no,urban,16,0,10.0,morning,1.5544994921789963,short
38.0,4.9,windy,medium,0,meal,motorcycle,1.0,no,metropolitian,42,1,5.0,afternoon,19.617929437389435,very_long
39.0,4.9,cloudy,low,1,meal,motorcycle,0.0,no,urban,16,0,10.0,night,7.7635043374686274,medium
32.0,4.6,stormy,low,0,buffet,motorcycle,0.0,no,metropolitian,26,0,5.0,night,19.65982489949014,very_long
36.0,4.9,sunny,low,2,buffet,scooter,1.0,no,urban,20,0,5.0,night,20.96888932863528,very_long
29.0,4.8,sunny,medium,2,drinks,scooter,1.0,no,metropolitian,19,0,15.0,afternoon,13.405971717381744,long
25.0,4.5,stormy,low,0,drinks,motorcycle,1.0,no,metropolitian,19,1,10.0,night,17.074256778794595,very_long
26.0,4.7,windy,low,1,drinks,motorcycle,0.0,no,metropolitian,13,0,15.0,night,4.610405794808594,short
35.0,4.3,sandstorms,medium,1,drinks,scooter,1.0,no,metropolitian,37,0,15.0,evening,10.72467208673564,long
28.0,4.7,cloudy,low,1,buffet,scooter,1.0,no,urban,15,1,10.0,morning,2.980249384918756,short
34.0,4.7,cloudy,medium,2,drinks,motorcycle,,no,urban,18,0,10.0,evening,4.530462395476539,short
23.0,4.7,windy,low,1,buffet,scooter,0.0,no,urban,14,0,15.0,night,16.601046189403377,very_long
37.0,3.5,sandstorms,jam,1,snack,scooter,1.0,no,metropolitian,41,0,10.0,evening,19.882650147416,very_long
32.0,4.4,sunny,jam,0,buffet,motorcycle,0.0,no,metropolitian,40,1,5.0,evening,12.41687169160696,long
37.0,4.7,sunny,medium,2,drinks,scooter,0.0,no,metropolitian,22,0,5.0,afternoon,,
32.0,4.8,stormy,medium,0,meal,motorcycle,1.0,no,metropolitian,47,0,5.0,afternoon,20.177519993018656,very_long
24.0,4.8,stormy,low,2,snack,scooter,0.0,no,metropolitian,17,0,5.0,morning,1.514792735566484,short
30.0,4.5,fog,jam,2,drinks,scooter,1.0,no,urban,27,0,15.0,evening,8.936297424957562,medium
39.0,4.7,cloudy,low,1,drinks,scooter,1.0,no,urban,15,0,5.0,morning,3.025079987314703,short
38.0,3.9,sandstorms,jam,2,drinks,scooter,1.0,no,metropolitian,43,0,15.0,evening,19.976712110350487,very_long
26.0,4.8,fog,medium,0,meal,motorcycle,1.0,no,metropolitian,32,0,10.0,afternoon,11.936268761442488,long
39.0,4.3,stormy,jam,0,buffet,motorcycle,1.0,no,metropolitian,31,0,10.0,night,9.193093962702912,medium
32.0,4.0,fog,jam,2,snack,motorcycle,1.0,yes,urban,43,0,5.0,evening,,
30.0,4.5,sandstorms,low,0,meal,motorcycle,1.0,no,metropolitian,21,1,15.0,night,19.618739348801014,very_long
32.0,4.9,fog,jam,0,drinks,motorcycle,0.0,yes,metropolitian,51,0,10.0,night,10.86627754255923,long
,,stormy,jam,1,snack,motorcycle,0.0,no,metropolitian,25,0,5.0,evening,13.968842021961056,long
29.0,4.8,sunny,low,0,meal,motorcycle,1.0,no,metropolitian,15,0,10.0,night,,
22.0,4.6,cloudy,low,2,meal,scooter,0.0,no,metropolitian,11,0,15.0,morning,3.10482748560048,short
26.0,4.8,stormy,jam,2,buffet,motorcycle,1.0,no,metropolitian,26,0,15.0,night,19.915731481294102,very_long
37.0,4.7,cloudy,medium,2,snack,electric_scooter,1.0,no,metropolitian,38,0,15.0,afternoon,10.757204708670502,long
30.0,4.6,sunny,medium,0,buffet,motorcycle,1.0,no,metropolitian,27,0,10.0,evening,9.17431677402621,medium
,,fog,medium,2,meal,motorcycle,1.0,no,metropolitian,34,0,,,16.980632584392957,very_long
35.0,4.6,stormy,high,2,snack,scooter,0.0,no,metropolitian,33,0,10.0,afternoon,6.210145663324764,medium
,,cloudy,low,1,meal,motorcycle,1.0,no,urban,24,0,,,10.757168277315149,long
37.0,4.9,sunny,low,2,drinks,motorcycle,0.0,no,metropolitian,15,0,10.0,morning,3.061134013686177,short
38.0,4.6,sunny,medium,2,snack,electric_scooter,1.0,no,urban,24,0,5.0,afternoon,,
23.0,4.8,cloudy,medium,2,snack,scooter,,no,metropolitian,15,1,5.0,afternoon,6.232179267966144,medium
20.0,4.5,sandstorms,low,1,drinks,scooter,0.0,no,urban,13,0,5.0,night,10.72465156807538,long
24.0,4.7,sandstorms,jam,1,meal,scooter,1.0,no,metropolitian,22,0,15.0,night,,
35.0,3.6,fog,low,2,meal,motorcycle,0.0,no,urban,34,0,15.0,night,10.564540523828974,long
,,,,3,drinks,motorcycle,0.0,no,metropolitian,23,0,,,,
35.0,3.6,stormy,jam,2,drinks,motorcycle,,no,,35,0,15.0,evening,17.137879924186517,very_long
39.0,4.6,fog,low,1,buffet,scooter,0.0,no,metropolitian,19,1,10.0,morning,3.025098484224574,short
33.0,5.0,stormy,jam,0,meal,motorcycle,3.0,yes,metropolitian,54,0,15.0,night,12.075147204184724,long
36.0,4.8,stormy,high,2,buffet,scooter,0.0,no,metropolitian,26,0,15.0,afternoon,6.20953271391644,medium
26.0,4.6,windy,high,2,buffet,scooter,0.0,no,metropolitian,20,1,10.0,morning,1.529162766029632,short
29.0,4.5,fog,low,0,snack,motorcycle,1.0,no,metropolitian,22,1,15.0,morning,3.0585736588579726,short
29.0,4.1,windy,low,0,snack,motorcycle,0.0,no,urban,20,0,5.0,morning,1.5125686168842198,short
28.0,4.6,windy,medium,2,buffet,electric_scooter,0.0,no,metropolitian,27,0,5.0,afternoon,,
26.0,4.7,sunny,high,2,buffet,scooter,0.0,no,metropolitian,17,0,5.0,morning,1.489777721651655,short
30.0,5.0,sunny,low,0,drinks,motorcycle,0.0,no,urban,20,0,15.0,morning,3.1051455399287056,short
31.0,4.8,windy,medium,0,meal,motorcycle,1.0,no,metropolitian,35,1,15.0,evening,8.940047176804278,medium
38.0,3.8,cloudy,low,2,meal,motorcycle,2.0,no,metropolitian,37,0,5.0,night,16.384324359677578,very_long
22.0,4.6,stormy,low,2,snack,electric_scooter,1.0,no,metropolitian,17,1,5.0,morning,1.5524171298912166,short
21.0,5.0,cloudy,jam,0,buffet,motorcycle,2.0,yes,metropolitian,42,0,10.0,night,13.970556078644911,long
22.0,4.7,fog,jam,0,buffet,motorcycle,1.0,no,metropolitian,24,1,10.0,evening,4.610339345524684,short
22.0,4.6,sandstorms,medium,1,meal,scooter,1.0,no,metropolitian,28,0,5.0,afternoon,6.217689154531592,medium
24.0,4.2,stormy,jam,0,meal,motorcycle,0.0,no,metropolitian,31,0,5.0,night,20.25308886851953,very_long
22.0,5.0,sunny,low,1,drinks,scooter,0.0,no,metropolitian,17,0,5.0,morning,1.5581369822072066,short
26.0,4.8,cloudy,jam,1,meal,scooter,1.0,no,metropolitian,33,0,5.0,evening,19.76237198367898,very_long
29.0,4.9,sunny,low,1,buffet,scooter,0.0,no,metropolitian,17,0,15.0,morning,3.0897366597022997,short
32.0,4.8,fog,medium,0,drinks,motorcycle,1.0,no,urban,36,1,15.0,afternoon,13.970007989574006,long
32.0,4.6,stormy,low,2,drinks,scooter,1.0,no,metropolitian,28,1,5.0,morning,2.937536254378516,short
28.0,4.6,cloudy,low,1,drinks,motorcycle,0.0,no,metropolitian,15,0,10.0,,7.760775621293676,medium
23.0,4.9,cloudy,high,0,buffet,motorcycle,1.0,no,metropolitian,26,0,5.0,morning,6.232373129283698,medium
30.0,4.7,sandstorms,low,1,drinks,motorcycle,0.0,no,urban,28,0,5.0,morning,2.9962426790626724,short
23.0,4.6,sunny,jam,2,drinks,electric_scooter,1.0,no,metropolitian,18,1,5.0,evening,16.635223376953338,very_long
28.0,4.8,fog,medium,0,buffet,motorcycle,1.0,no,metropolitian,36,1,15.0,afternoon,10.565936169903516,long
32.0,4.9,cloudy,jam,0,buffet,motorcycle,1.0,no,urban,49,0,10.0,night,13.407238587856966,long
31.0,5.0,sunny,low,2,meal,scooter,1.0,no,metropolitian,16,0,5.0,,9.121136119359766,medium
20.0,4.9,stormy,jam,1,snack,motorcycle,1.0,no,metropolitian,28,0,5.0,evening,19.36342948174777,very_long
32.0,4.8,sunny,medium,1,buffet,motorcycle,0.0,no,urban,16,0,5.0,evening,12.074377562049364,long
20.0,4.6,cloudy,medium,1,drinks,scooter,0.0,no,metropolitian,17,0,15.0,afternoon,6.128363939648455,medium
34.0,4.6,stormy,medium,0,meal,motorcycle,1.0,no,metropolitian,32,0,15.0,evening,4.527261449200724,short
38.0,4.9,sunny,jam,2,buffet,motorcycle,0.0,no,urban,30,0,15.0,evening,10.641495972351702,long
23.0,4.6,fog,low,2,buffet,electric_scooter,0.0,no,urban,14,0,10.0,morning,2.930340106904016,short
37.0,4.8,sunny,medium,2,drinks,scooter,0.0,no,metropolitian,16,1,15.0,afternoon,6.119039466469952,medium
20.0,4.8,cloudy,medium,0,meal,motorcycle,1.0,no,metropolitian,20,1,5.0,afternoon,5.958756242189327,medium
23.0,2.5,sunny,low,2,buffet,scooter,1.0,no,urban,36,0,10.0,night,13.973206773137711,long
34.0,4.7,windy,low,2,snack,scooter,1.0,no,metropolitian,26,0,10.0,morning,3.087888623548509,short
28.0,5.0,cloudy,low,1,meal,motorcycle,0.0,no,metropolitian,20,1,10.0,night,12.09937442336077,long
29.0,4.6,fog,low,1,meal,scooter,0.0,no,urban,17,1,15.0,night,9.348403335334272,medium
34.0,5.0,stormy,jam,2,snack,motorcycle,1.0,no,metropolitian,29,0,15.0,evening,4.657528074267875,short
36.0,4.8,sunny,high,0,snack,motorcycle,1.0,no,metropolitian,28,0,15.0,morning,3.0527486001653177,short
27.0,4.1,stormy,low,0,drinks,motorcycle,0.0,no,metropolitian,16,0,5.0,morning,3.0188284633848217,short
23.0,4.6,sunny,low,0,buffet,motorcycle,1.0,no,metropolitian,18,0,10.0,night,7.601027931404884,medium
21.0,3.1,sunny,low,2,drinks,motorcycle,1.0,no,metropolitian,31,0,5.0,night,10.72465156807538,long
35.0,4.7,windy,jam,0,snack,motorcycle,0.0,no,metropolitian,41,0,10.0,evening,4.596534542243907,short
25.0,4.5,sandstorms,jam,1,buffet,motorcycle,1.0,no,metropolitian,17,0,5.0,night,7.601245065529116,medium
35.0,4.6,sandstorms,jam,1,meal,scooter,0.0,no,metropolitian,26,0,5.0,night,10.427575355310204,long
,,,,3,buffet,scooter,2.0,no,metropolitian,47,0,,,6.217851597564986,medium
35.0,4.9,sandstorms,medium,0,drinks,motorcycle,1.0,no,metropolitian,31,0,15.0,afternoon,9.055855161965924,medium
38.0,3.8,sandstorms,jam,2,drinks,scooter,1.0,no,metropolitian,37,0,5.0,evening,10.704238934519315,long
37.0,4.5,sandstorms,medium,1,meal,scooter,1.0,no,metropolitian,29,1,10.0,afternoon,16.824549100074805,very_long
29.0,4.6,cloudy,jam,2,drinks,scooter,1.0,no,metropolitian,20,0,10.0,evening,4.528183776759067,short
35.0,4.9,fog,jam,2,drinks,scooter,1.0,no,metropolitian,43,0,15.0,night,13.405500819756533,long
23.0,4.7,cloudy,low,0,drinks,motorcycle,1.0,no,metropolitian,23,1,5.0,night,4.596439723177665,short
27.0,4.9,windy,medium,0,drinks,motorcycle,0.0,no,metropolitian,22,0,15.0,evening,4.544267482984226,short
21.0,4.7,sunny,low,2,meal,electric_scooter,0.0,no,metropolitian,19,0,10.0,night,9.314044064891696,medium
20.0,4.6,windy,low,2,snack,motorcycle,1.0,no,urban,12,0,15.0,morning,1.5298767913547429,short
37.0,4.0,windy,low,0,meal,motorcycle,,no,metropolitian,29,0,5.0,night,9.22031682218032,medium
27.0,4.4,stormy,low,0,snack,motorcycle,0.0,no,metropolitian,28,0,10.0,morning,1.544016399331778,short
38.0,5.0,cloudy,medium,1,drinks,scooter,1.0,no,metropolitian,33,0,5.0,afternoon,19.76237198367898,very_long
34.0,4.0,sandstorms,jam,0,buffet,motorcycle,3.0,no,semi-urban,53,0,5.0,night,12.418408999826822,long
31.0,4.6,sunny,jam,1,buffet,motorcycle,1.0,no,metropolitian,24,0,15.0,night,9.121499067661924,medium
25.0,4.8,windy,medium,1,snack,motorcycle,1.0,no,metropolitian,26,1,10.0,afternoon,,
36.0,5.0,fog,medium,0,meal,motorcycle,1.0,no,urban,34,0,15.0,evening,7.762500242365753,medium
,,,,3,buffet,scooter,2.0,no,metropolitian,36,0,,,,
27.0,4.8,windy,jam,2,buffet,electric_scooter,0.0,no,metropolitian,27,0,15.0,evening,17.07679057474372,very_long
27.0,4.3,sandstorms,jam,0,snack,motorcycle,1.0,no,metropolitian,35,0,5.0,night,4.530109268846602,short
32.0,4.7,sunny,medium,0,meal,motorcycle,1.0,no,metropolitian,32,1,5.0,afternoon,10.641103649666686,long
28.0,4.1,stormy,jam,0,drinks,motorcycle,1.0,no,metropolitian,35,1,15.0,evening,16.38598063528554,very_long
35.0,4.5,fog,low,2,drinks,scooter,1.0,no,metropolitian,39,0,15.0,night,12.238686345324815,long
36.0,4.6,windy,jam,1,drinks,scooter,1.0,no,metropolitian,26,0,10.0,night,,
27.0,4.7,sunny,high,1,buffet,motorcycle,0.0,no,urban,15,0,15.0,afternoon,6.119039466469952,medium
33.0,5.0,cloudy,jam,2,buffet,motorcycle,2.0,yes,metropolitian,45,0,5.0,night,13.83000931143171,long
